category,make,model,model_year,gear,fuel_type,engine_cc,mileage_km,price
car,Toyota,Corolla 121,2001,Automatic,Petrol,1500,175050,3050000
car,Nissan,Dayz,2016,Automatic,Petrol,650,34152,3225000
car,Tata,Nano,2018,Manual,Petrol,650,49000,1400000
car,Nissan,Bluebird,2000,Automatic,Petrol,1500,211000,2275000
car,Suzuki,Alto,2017,Manual,Petrol,800,25690,2625000
car,Suzuki,Wagon R Stingray,2014,Automatic,Hybrid,650,92000,1100000
car,Toyota,Corolla 141,2008,Automatic,Petrol,1600,76000,3550000
car,Suzuki,Alto 800,2014,Manual,Petrol,800,60000,1700000
car,Suzuki,Wagon R FX,2017,Automatic,Petrol,650,30100,2680000
car,Suzuki,Alto 800 LXI,2014,Manual,Petrol,800,70150,1825000
van,Nissan,E25,2007,Automatic,Petrol,2000,140000,4250000
car,Toyota,Aqua G Grade,2014,Automatic,Hybrid,1500,127000,3625000
car,Suzuki,Alto,2015,Manual,Petrol,800,89200,1775000
van,Mazda,Bongo,2001,Manual,Diesel,2000,250000,2775000
van,Nissan,Caravan,2002,Manual,Diesel,3300,258600,3675000
van,Toyota,CR42,2000,Automatic,Diesel,2200,180000,3750000
car,Suzuki,Zen,2005,Manual,Petrol,1000,121000,1350000
van,Suzuki,Every DA17,2017,Automatic,Petrol,650,22600,3100000
van,Nissan,Caravan,2002,Automatic,Diesel,3000,295200,4350000
car,Toyota,Soluna,2000,Automatic,Petrol,1500,160856,1850000
car,Suzuki,Wagon R FZ,2018,Automatic,Hybrid,650,25500,3200000
car,Micro,Panda,2017,Manual,Petrol,1000,9000,2050000
suv,Honda,Vezel RS Sensing,2017,Automatic,Petrol,1500,42000,6850000
car,Honda,Civic,2000,Automatic,Petrol,1500,118000,2490000
car,Suzuki,Alto,2015,Manual,Petrol,800,85700,1725000
car,Suzuki,Maruti 800,2011,Manual,Petrol,800,46000,1355000
car,Suzuki,Alto,2007,Manual,Petrol,800,97000,1395000
van,Suzuki,Spacia G,2016,Automatic,Hybrid,650,69966,3250000
van,Suzuki,Every,2007,Automatic,Petrol,650,100700,2425000
car,Suzuki,Wagon R FX,2015,Automatic,Petrol,650,39000,2490000
car,Toyota,Carina,2000,Automatic,Petrol,1500,162000,2625000
car,Nissan,Sunny FB15,2000,Automatic,Petrol,1500,178000,2275000
car,Zotye,Z100,2020,Manual,Petrol,1000,2300,2150000
car,Nissan,Leaf,2014,Automatic,Electric,70,28500,2200000
suv,Toyota,Fortuner,2013,Automatic,Diesel,2700,124000,11600000
car,Toyota,Allion 260,2010,Automatic,Petrol,1500,106000,5940000
car,Honda,Fit Shuttle,2012,Automatic,Petrol,1300,180600,3350000
car,Hyundai,Elantra,2000,Automatic,Petrol,1600,195000,1600000
suv,Mitsubishi,Montero,2015,Automatic,Diesel,3200,80000,17800000
van,Toyota,KDH 223,2012,Automatic,Diesel,3000,43000,8500000
car,Suzuki,Wagon R FX,2017,Automatic,Hybrid,650,54000,3250000
van,Suzuki,Every,2016,Automatic,Petrol,650,31000,2650000
car,Suzuki,Swift,2003,Automatic,Petrol,1300,120400,2000000
suv,Hyundai,Tuscon,2004,Automatic,Petrol,2000,170000,2475000
suv,Toyota,RAV4,2000,Automatic,Petrol,2000,116000,3050000
car,Suzuki,Maruti,2011,Manual,Petrol,800,64000,1185000
car,Suzuki,Alto,2005,Manual,Petrol,800,82000,1410000
car,Suzuki,Hustler,2015,Automatic,Hybrid,650,54000,3090000
van,Toyota,KDH,2015,Automatic,Diesel,2900,75000,8650000
car,Kia,Carens,2001,Automatic,Petrol,1800,150000,1675000
car,Honda,N Box,2015,Automatic,Petrol,650,68866,3890000
van,Hyundai,H100,2000,Manual,Diesel,2500,198500,2400000
car,Toyota,Axio,2016,Automatic,Hybrid,1500,84000,4975000
car,Suzuki,Swift,2003,Automatic,Petrol,1300,130000,1975000
suv,Toyota,CHR GT TURBO,2020,Automatic,Petrol,1200,5000,10500000
car,Suzuki,Celerio VXI,2016,Automatic,Petrol,1000,20000,2790000
car,Toyota,Prius,2012,Automatic,Petrol,1800,93000,4450000
car,Suzuki,Alto Sport,2010,Manual,Petrol,800,63300,1495000
van,Nissan,Vanette,2001,Manual,Diesel,2000,205366,3200000
suv,Micro,Rexton,2008,Automatic,Diesel,2700,126000,4500000
car,Toyota,Passo,2017,Automatic,Petrol,1000,21000,4750000
car,Toyota,Axio WXB,2016,Automatic,Hybrid,1500,44000,7500000
car,Toyota,Prius,2016,Automatic,Hybrid,1800,30200,6000000
car,Suzuki,Maruti,2005,Manual,Petrol,800,73824,1035000
van,Suzuki,Every,2014,Automatic,Petrol,650,95000,2575000
car,Nissan,Leaf,2015,Automatic,Electric,70,30000,2650000
car,Suzuki,Wagon R Stingray,2017,Automatic,Petrol,650,23000,3180000
car,Toyota,Premio 260,2010,Automatic,Petrol,1500,86000,5950000
car,Toyota,Axio,2015,Automatic,Hybrid,1500,81000,5300000
car,Perodua,Viva Elite,2011,Manual,Petrol,1000,98200,2000000
car,Suzuki,Maruti,2000,Manual,Petrol,800,40000,790000
car,Suzuki,Wagon R Stingray,2018,Automatic,Petrol,650,38400,3825000
car,Tata,Nano,2011,Manual,Petrol,650,34500,830000
van,Toyota,Voxy,2017,Automatic,Petrol,1800,87000,7800000
car,Hyundai,Eon,2014,Manual,Petrol,800,6500,1785000
car,Micro,Panda LC 1.0,2015,Manual,Petrol,1000,69000,1620000
car,Nissan,Super Saloon,2005,Automatic,Petrol,1300,120000,2395000
car,Suzuki,Alto,2006,Manual,Petrol,800,120000,1485000
car,Micro,Panda Cross,2017,Automatic,Petrol,1000,7707,2525000
car,Renault,KWID RXT,2018,Manual,Petrol,800,69000,1840000
van,Toyota,KDH 223,2015,Automatic,Diesel,3000,147682,8700000
car,Micro,Trend,2011,Manual,Petrol,1000,69000,1030000
pickup,Mahindra,Bolero,2018,Manual,Diesel,1500,14536,2540000
car,Micro,Panda LC 1.0,2014,Manual,Petrol,1000,61000,1510000
car,Nissan,Sunny,2001,Automatic,Petrol,1500,142000,2275000
van,Daihatsu,Hijet,2003,Manual,Petrol,650,145000,1650000
van,Mitsubishi,Mini Cab,2006,Manual,Petrol,650,59000,1980000
car,Toyota,Axio G Grade,2015,Automatic,Petrol,1500,80000,5590000
pickup,Tata,Xenon,2015,Manual,Diesel,3000,62000,1575000
suv,Mitsubishi,Montero,2011,Automatic,Diesel,2500,117500,8575000
pickup,Mitsubishi,L200 Sportero,2011,Manual,Diesel,2500,200000,6500000
car,Suzuki,Alto Sport,2015,Manual,Petrol,800,50000,2000000
van,Nissan,Caravan,2007,Automatic,Diesel,3000,250000,4250000
car,Perodua,Viva Elite,2010,Manual,Petrol,1000,108142,2075000
car,Toyota,Vitz Edition 2,2018,Automatic,Petrol,1000,7000,5790000
van,Suzuki,Every DA64,2014,Automatic,Petrol,650,54000,2735000
car,Suzuki,Alto,2015,Manual,Petrol,800,57000,1975000
car,Honda,Fit GP1,2013,Automatic,Hybrid,1300,64000,2880000
car,Perodua,Viva Elite,2011,Manual,Petrol,1000,116500,2035000
car,Kia,Rio,2004,Manual,Petrol,1500,120000,1600000
car,Suzuki,Wagon R Stingray,2014,Automatic,Petrol,650,28500,3075000
suv,Toyota,CHR,2018,Automatic,Petrol,1200,5700,7450000
car,Honda,N WGN,2017,Automatic,Petrol,650,40000,3550000
car,Nissan,Tiida,2008,Automatic,Petrol,1500,121000,3375000
suv,Mahindra,KUV 100 NXT,2020,Manual,Petrol,1200,590,3250000
suv,Honda,Vezel RS,2018,Automatic,Hybrid,1500,52000,7975800
car,Suzuki,Maruti,2000,Manual,Petrol,800,100000,950000
car,Perodua,Viva Elite,2013,Automatic,Petrol,1000,57000,2350000
car,Toyota,Axio G Grade,2016,Automatic,Hybrid,1500,39000,6200000
car,Toyota,Passo,2007,Automatic,Petrol,1000,117500,2650000
car,Toyota,IST,2002,Automatic,Petrol,1200,120000,2450000
car,Nissan,Leaf,2012,Automatic,Electric,80,27000,1800000
car,Honda,Civic ES8,2002,Automatic,Petrol,1500,175300,2690000
car,Tata,Nano,2017,Automatic,Petrol,800,75000,1390000
van,Suzuki,Every DA64,2017,Automatic,Petrol,650,43000,3880000
car,Toyota,Vitz,2014,Automatic,Petrol,1000,28900,4260000
car,Micro,MX 7,2009,Manual,Petrol,1600,142758,1275000
car,Tata,Nano,2011,Manual,Petrol,650,278500,960000
van,Toyota,Premio F EX G Superior,2017,Automatic,Petrol,1500,28000,8450000
car,Suzuki,Alto Sport,2010,Manual,Petrol,1000,95000,1590000
car,Suzuki,Alto K10,2011,Manual,Petrol,1000,78000,1720000
car,Toyota,Axio,2007,Automatic,Petrol,1500,195000,3950000
car,Suzuki,Maruti,2012,Manual,Petrol,800,55000,1280000
car,Toyota,Vitz,2019,Automatic,Petrol,1000,9000,5890000
car,Toyota,Aqua,2014,Automatic,Hybrid,1500,85440,3980000
car,Honda,Insight,2010,Automatic,Hybrid,1300,15000,2975000
car,Toyota,Prius G Touring,2013,Automatic,Petrol,1800,82000,4600000
car,Micro,Panda,2015,Manual,Petrol,1000,40000,1475000
car,Toyota,Premio,2017,Automatic,Petrol,1500,57000,9000000
car,Suzuki,Alto,2011,Manual,Petrol,800,76000,1690000
car,Chery,QQ,2010,Manual,Petrol,800,53000,949052
car,Micro,Panda,2011,Manual,Petrol,1000,38536,1375000
van,Nissan,Caravan,2002,Manual,Diesel,3200,270000,4000000
car,Suzuki,Alto Japan,2006,Automatic,Petrol,650,76000,1680000
car,Toyota,Aqua,2012,Automatic,Hybrid,1500,40500,3890000
car,Suzuki,Alto 800 LXI,2007,Manual,Petrol,800,125000,1495000
van,Mitsubishi,Mini Cab,2016,Automatic,Petrol,650,62000,2490000
car,Toyota,Vitz,2007,Automatic,Petrol,1000,71400,3325000
car,Honda,Fit GP5,2014,Automatic,Hybrid,1500,90000,4325000
car,Nissan,N17,2006,Manual,Petrol,1300,173000,2100000
car,Suzuki,Wagon R Stingray,2014,Automatic,Hybrid,650,79000,2875000
car,Suzuki,Alto 800,2011,Manual,Petrol,800,56000,1500000
car,Suzuki,Wagon R Stingray,2018,Automatic,Hybrid,650,16330,3795000
car,Tata,Nano Twist,2015,Manual,Petrol,650,130000,1120000
car,Suzuki,Wagon R Stingray,2018,Automatic,Hybrid,650,28700,3600000
car,Daihatsu,Mira,2018,Automatic,Petrol,650,27859,3580000
suv,Mitsubishi,Outlander,2015,Automatic,Hybrid,2000,65000,8665000
car,Suzuki,Maruti,2012,Manual,Petrol,800,83000,1300000
car,Suzuki,Wagon R Stingray,2014,Automatic,Hybrid,650,62000,2890000
suv,Micro,Kyron,2007,Automatic,Diesel,2000,169133,2795000
car,Mazda,Familia BJ5P,2000,Automatic,Petrol,1500,185000,1950000
car,Nissan,Sunny FB15,2002,Automatic,Petrol,1500,80000,2550000
car,Toyota,Vitz,2009,Automatic,Petrol,1000,91000,3475000
car,Mazda,Familia,2002,Automatic,Petrol,1300,139000,2075000
car,Hyundai,Sonata,2001,Automatic,Diesel,2000,184000,1650000
car,Suzuki,Alto,2014,Automatic,Petrol,650,44000,3050000
car,Suzuki,Alto,2008,Manual,Petrol,800,93500,1550000
car,Toyota,Axio WXB,2017,Automatic,Hybrid,1500,29000,6875000
van,Suzuki,Every,2005,Manual,Petrol,650,129000,1650000
car,Renault,KWID RXT,2016,Manual,Petrol,800,24000,1890000
van,Nissan,Caravan,2011,Automatic,Diesel,3000,109000,5000000
car,Toyota,Aqua,2014,Automatic,Hybrid,1500,108000,3840000
car,Hyundai,Eon,2016,Manual,Petrol,800,62000,2100000
car,Suzuki,Maruti,2002,Manual,Petrol,800,65500,1030000
van,Mitsubishi,Mini Cab,2002,Manual,Petrol,800,150000,1100000
car,Suzuki,Wagon R,2008,Manual,Petrol,650,86000,1840000
car,Suzuki,Wagon R FZ,2017,Automatic,Hybrid,650,59000,3485000
car,Suzuki,Maruti,2007,Manual,Petrol,800,62800,1150000
van,Toyota,KR42,2007,Automatic,Petrol,1800,95000,4050000
suv,Mitsubishi,Pajero,2001,Automatic,Petrol,3500,103000,5950000
car,Micro,Panda,2018,Automatic,Petrol,1000,4720,2300000
van,Suzuki,Every,2014,Automatic,Petrol,650,63000,2775000
car,Honda,Civic,2017,Automatic,Petrol,1000,52000,7000000
car,Micro,Panda,2013,Manual,Petrol,1000,81000,1400000
car,Nissan,Leaf,2012,Automatic,Electric,70,40945,1875000
car,Honda,Fit,2013,Automatic,Hybrid,1500,65000,3990000
car,Suzuki,Alto,2016,Manual,Petrol,800,20225,2300000
pickup,Mahindra,Bolero,2012,Manual,Diesel,2500,173000,1600000
car,Toyota,Axio WXB,2016,Automatic,Petrol,1500,75000,6350000
car,Hyundai,Elantra,2000,Automatic,Petrol,1600,220000,1270000
car,Toyota,Prius,2011,Automatic,Hybrid,1800,127000,4425000
car,Toyota,Axio,2014,Automatic,Hybrid,1500,92200,4475000
car,Suzuki,Wagon R,2017,Automatic,Electric,650,74000,2825000
car,Toyota,Axio WXB,2016,Automatic,Hybrid,1500,81000,6450000
car,Nissan,Sunny N16,2005,Automatic,Petrol,1500,162000,2400000
car,Nissan,Leaf,2012,Automatic,Electric,80,98000,1300000
car,Suzuki,Wagon R FZ,2018,Automatic,Petrol,650,30000,3450000
car,Nissan,FB15,2001,Automatic,Petrol,1500,150000,2275000
suv,Honda,CRV,2003,Automatic,Petrol,2000,137000,3525000
car,Toyota,Aqua,2014,Automatic,Hybrid,1500,190000,3000000
suv,Toyota,RAV4,2007,Manual,Petrol,2000,81000,2450000
car,Toyota,Prius 3rd Genaration,2013,Automatic,Hybrid,1800,80000,4650000
car,Toyota,Allion,2010,Automatic,Petrol,1500,100000,5475000
car,Suzuki,Maruti 800,2006,Manual,Petrol,800,110000,1100000
van,Daihatsu,Hijet,2007,Automatic,Petrol,650,92500,2075000
van,Toyota,KDH 223,2015,Automatic,Diesel,3000,147582,8700000
van,Nissan,Caravan,2012,Automatic,Diesel,2500,240000,5990000
suv,Toyota,CHR GT TURBO,2019,Automatic,Petrol,1200,12000,7890000
van,Mitsubishi,Mini Cab,2013,Automatic,Petrol,650,131000,2525000
car,Toyota,Prius W,2010,Automatic,Petrol,1800,74000,4200000
van,Suzuki,Every,2014,Automatic,Petrol,650,106250,2975000
car,Toyota,Corolla 141,2008,Automatic,Petrol,1500,105000,3750000
pickup,Toyota,Hilux Vigo,2014,Automatic,Diesel,3000,93000,9750000
car,Suzuki,Maruti,2011,Manual,Petrol,800,70000,1200000
suv,Mitsubishi,Montero,2015,Automatic,Diesel,3200,120000,18400000
car,Honda,Fit GP5,2014,Automatic,Hybrid,1500,74000,3975000
car,Toyota,Aqua S Grade,2013,Automatic,Petrol,1500,92000,3125000
car,Micro,MX 7,2011,Manual,Petrol,1300,150000,1550000
van,Toyota,KDH 200 Super GL,2005,Automatic,Diesel,2500,130000,6700000
suv,Mitsubishi,Pajero,2004,Automatic,Diesel,3200,106000,9500000
van,Suzuki,Every,2016,Automatic,Petrol,650,63000,2900000
car,Toyota,Prius 3rd Genaration,2015,Automatic,Hybrid,1800,69000,4890000
car,Suzuki,Maruti,2006,Manual,Petrol,800,55000,1175000
car,Toyota,Corolla,2000,Automatic,Diesel,2000,167336,2200000
car,Honda,Fit GP5,2015,Automatic,Hybrid,1500,83121,4390000
car,Suzuki,Wagon R FZ,2018,Automatic,Hybrid,650,36500,3490000
van,Mazda,Bongo,2011,Manual,Diesel,2000,216000,3500000
car,Micro,Panda,2015,Manual,Petrol,1000,80750,1650000
car,Toyota,Vitz,2008,Automatic,Petrol,1000,99000,3320000
car,Nissan,FB15,2000,Manual,Petrol,1500,150000,2075000
van,Suzuki,Every,2018,Automatic,Petrol,650,7200,3425000
car,Suzuki,Alto,2013,Manual,Petrol,800,57500,1645000
pickup,Nissan,Navara,2008,Manual,Diesel,2500,103800,3900000
pickup,Nissan,Navara,2007,Automatic,Diesel,2500,200000,1300000
car,Nissan,N16 Super Saloon,2000,Manual,Petrol,1600,166500,2250000
car,Micro,Panda Cross,2017,Automatic,Petrol,1000,20000,2285000
car,Suzuki,Alto K10,2011,Manual,Petrol,1000,78844,1800000
suv,Mahindra,KUV 100,2019,Manual,Petrol,1200,87,3395000
car,Suzuki,Alto,2014,Manual,Petrol,800,84000,1740000
car,Mazda,3,2005,Automatic,Petrol,1600,175000,2750000
car,Nissan,Tiida,2012,Automatic,Petrol,1500,80000,2875000
pickup,Toyota,Hilux Vigo,2006,Manual,Diesel,2500,147000,5790000
car,Toyota,Aqua,2012,Automatic,Hybrid,1500,67000,3675000
car,Nissan,March K11,2001,Automatic,Petrol,1000,112000,1765000
car,Suzuki,Alto 800 LXI,2010,Manual,Petrol,800,80000,1435000
pickup,Mitsubishi,L200,2010,Manual,Diesel,2500,250000,2650000
car,Suzuki,Alto,2017,Manual,Petrol,800,21000,2325000
car,Nissan,March,2000,Automatic,Petrol,1000,156000,1850000
car,Nissan,Bluebird,2000,Manual,Diesel,2000,157131,1865000
car,Suzuki,Wagon R,2015,Automatic,Hybrid,650,107000,2950000
car,Nissan,Leaf,2015,Automatic,Electric,70,40000,2780000
suv,Mitsubishi,Montero Sport,2012,Automatic,Diesel,2500,148000,8750000
suv,Honda,Vezel,2017,Automatic,Hybrid,1500,6000,6700000
car,Suzuki,Wagon R Stingray,2014,Automatic,Petrol,650,66000,2825000
suv,Zotye,Nomad,2012,Manual,Petrol,1500,46000,2075000
van,Toyota,KDH,2015,Automatic,Diesel,3000,54000,7800000
van,Suzuki,Every,2015,Automatic,Petrol,650,100000,2380000
car,Nissan,March,2003,Automatic,Petrol,1000,119000,1775000
van,Toyota,KDH TRH GL,2014,Automatic,Petrol,2000,88000,6690000
car,Honda,Freed,2012,Automatic,Petrol,1500,80000,4250000
car,Suzuki,Alto K10,2013,Manual,Petrol,1000,80500,1725000
suv,Mitsubishi,Outlander,2015,Automatic,Electric,2000,70500,12000000
car,Honda,Insight,2013,Automatic,Hybrid,1500,112000,4500000
car,Suzuki,Swift,2008,Automatic,Petrol,1300,117000,2525000
car,Toyota,Aqua,2013,Automatic,Hybrid,1500,86000,3975000
van,Suzuki,Every DA17,2017,Automatic,Petrol,650,53000,3275800
car,Honda,Fit GP5,2014,Automatic,Hybrid,1500,56000,4350000
car,Nissan,Sunny,2000,Automatic,Petrol,1500,200000,2240000
car,Suzuki,Wagon R Stingray,2015,Automatic,Petrol,650,85000,2875000
van,Nissan,Vanette,2006,Automatic,Diesel,2200,215000,3475000
car,Toyota,Vitz,2018,Automatic,Petrol,1000,11000,5375000
car,Mitsubishi,Lancer CS3,2007,Manual,Petrol,1600,165000,2725000
car,Honda,Insight,2011,Automatic,Hybrid,1300,134000,3640000
suv,Honda,Vezel,2017,Automatic,Petrol,1500,63000,6685000
car,Micro,Trend,2008,Automatic,Petrol,1000,40000,1195000
car,Suzuki,Wagon R,2017,Automatic,Hybrid,650,68000,3200000
car,Honda,Fit GP5,2013,Automatic,Hybrid,1500,75000,4050000
car,Suzuki,Maruti 800,2006,Manual,Petrol,800,103000,1000000
car,Suzuki,Alto,2016,Automatic,Petrol,650,24857,2795000
car,Suzuki,Swift,2001,Automatic,Petrol,1300,80000,2150000
suv,Mahindra,KUV 100,2020,Manual,Petrol,1200,109,3395000
car,Toyota,Prius,2008,Automatic,Hybrid,1800,150000,3300000
car,Suzuki,Wagon R,2017,Automatic,Hybrid,650,39000,3425000
car,Toyota,Allion 240,2001,Automatic,Petrol,1500,151000,3150000
car,Kia,Rio,2002,Automatic,Petrol,1500,130333,1275000
car,Suzuki,Alto,2015,Manual,Petrol,800,75000,1790000
suv,Honda,Vezel RS Sensing,2016,Automatic,Hybrid,1500,64000,6575000
pickup,Mahindra,Bolero,2014,Manual,Diesel,2500,71000,1665000
car,Micro,MX 7,2013,Manual,Petrol,1500,148000,1875000
car,Toyota,Yaris,2006,Automatic,Petrol,1300,185000,3550000
van,Nissan,Vanette,2007,Manual,Diesel,2000,65000,4750000
car,Nissan,Sunny,2003,Manual,Petrol,1300,222100,2100000
car,Suzuki,Swift,2004,Automatic,Petrol,1300,145000,2050000
car,Suzuki,Swift Beetle,2006,Automatic,Petrol,1500,133500,2650000
car,Tata,Nano,2011,Manual,Petrol,650,58000,750000
car,Toyota,Vitz,2016,Automatic,Petrol,1000,62000,4475000
car,Toyota,Vitz,2015,Automatic,Petrol,1000,38000,4300000
van,Toyota,KR42,2002,Automatic,Diesel,2000,170000,3750000
car,Suzuki,Wagon R FX,2017,Automatic,Hybrid,650,25900,3290000
car,Suzuki,Alto K10,2013,Manual,Petrol,1000,142000,1825000
car,Suzuki,Zen Estilo,2011,Manual,Petrol,1000,61320,2375000
car,Toyota,Premio G Superior,2018,Automatic,Petrol,1500,9000,10220000
car,Hyundai,Eon,2016,Manual,Petrol,800,51000,1850000
van,Suzuki,Every,2017,Automatic,Petrol,650,60000,1150000
van,Suzuki,Every,2016,Automatic,Petrol,650,61000,2975000
car,Suzuki,Maruti 800,2005,Manual,Petrol,800,120000,1025000
van,Suzuki,Every,2019,Automatic,Petrol,650,10000,3650000
car,Toyota,Axio,2009,Manual,Petrol,1500,67000,4375000
car,Toyota,Prius,2013,Automatic,Petrol,1800,67000,3825000
car,Suzuki,Alto K10,2011,Manual,Petrol,1000,200000,1580000
van,Nissan,Clipper,2016,Automatic,Petrol,650,98000,3000000
car,Suzuki,Zen Estilo,2008,Manual,Petrol,1000,103000,1690000
car,Suzuki,Alto,2014,Manual,Hybrid,800,34000,1750000
pickup,Toyota,Hilux Revo,2018,Automatic,Diesel,2800,105000,13000000
car,Honda,Fit Shuttle,2011,Automatic,Hybrid,1300,90000,3630000
suv,Mahindra,KUV 100,2020,Manual,Petrol,1200,105,3395000
car,Toyota,Aqua,2013,Automatic,Petrol,1500,88000,3775000
car,Nissan,Sunny FB15,2000,Automatic,Petrol,1500,140000,2150000
suv,Honda,Vezel,2017,Automatic,Petrol,1500,76000,6900000
car,Toyota,Corolla 121,2001,Automatic,Petrol,1500,160000,3200000
suv,Honda,Vezel,2015,Automatic,Hybrid,1500,77000,5400000
car,Honda,Fit GP1,2013,Automatic,Hybrid,1300,72000,3450000
car,Nissan,FB15,2003,Automatic,Petrol,1500,128000,2600000
car,Suzuki,Maruti 800,2005,Manual,Petrol,800,79000,995000
car,Toyota,Premio,2007,Automatic,Petrol,1500,116000,5200000
car,Daihatsu,Mira,2007,Automatic,Petrol,650,170000,2375000
van,Suzuki,Every DA64,2018,Automatic,Petrol,650,3300,4800000
van,Suzuki,Every,2017,Automatic,Petrol,650,42350,2875000
car,Nissan,Sunny FB15,2002,Automatic,Petrol,1500,146000,2750000
car,Toyota,Carina,2000,Automatic,Petrol,1600,234500,2750000
car,Toyota,Vitz,2012,Automatic,Petrol,1000,71000,3400000
car,Nissan,Sunny,2003,Automatic,Petrol,1500,157000,2675000
van,Suzuki,Spacia,2019,Automatic,Petrol,650,41000,3260000
car,Hyundai,Eon,2016,Manual,Petrol,800,81850,1975000
car,Mazda,6,2013,Automatic,Petrol,2000,108900,5985000
car,Daihatsu,Mira,2018,Automatic,Petrol,650,13000,3025000
car,Nissan,FB15 Ex Saloon,2000,Automatic,Petrol,1500,133000,2250000
car,Honda,Civic,2018,Automatic,Petrol,1000,10000,6395000
car,Suzuki,Alto,2011,Manual,Petrol,800,95000,1750000
car,Toyota,Prius,2012,Automatic,Hybrid,1800,98700,3650000
car,Toyota,Soluna,2001,Manual,Petrol,1500,218000,1700000
van,Nissan,Vanette,2007,Automatic,Diesel,3000,99320,3685000
car,Suzuki,Alto K10,2016,Manual,Petrol,1000,44000,2320000
car,Nissan,FB15,2003,Automatic,Petrol,1500,124580,1725000
car,Toyota,Carina,2002,Automatic,Petrol,1500,213000,2700000
van,Suzuki,Every DA17,2017,Automatic,Petrol,650,40000,3140000
car,Toyota,Corolla Axio,2016,Automatic,Hybrid,1500,115000,5500000
car,Toyota,Premio G Superior,2018,Automatic,Petrol,1500,3450,10850000
car,Honda,City,2000,Automatic,Petrol,1500,125600,1950000
van,Mazda,Brawny,2004,Manual,Diesel,2500,295600,2900000
car,Nissan,N17,2003,Manual,Petrol,1500,120000,2050000
car,Micro,Trend,2010,Automatic,Petrol,1100,89000,1000000
van,Nissan,Clipper,2018,Automatic,Petrol,650,26000,3200000
car,Suzuki,Alto,2015,Manual,Petrol,800,45000,1725000
car,Micro,Panda,2015,Manual,Petrol,1000,46580,1649000
suv,Honda,Vezel RS Sensing,2018,Automatic,Hybrid,1500,17600,7750000
car,Nissan,N16 Super Saloon,2003,Automatic,Petrol,1500,170000,2260000
car,Toyota,Vitz,2019,Automatic,Petrol,1000,4000,5925000
car,Toyota,Corolla,2003,Automatic,Petrol,1500,187287,3400000
van,Suzuki,Every,2016,Automatic,Petrol,650,70000,3400000
car,Toyota,Aqua,2014,Automatic,Hybrid,1500,84500,3475000
car,Nissan,Sunny,2000,Automatic,Petrol,1500,214000,2150000
car,Suzuki,Wagon R Stingray,2015,Automatic,Petrol,650,64500,2540000
van,Suzuki,Spacia,2016,Automatic,Hybrid,650,55096,2975000
pickup,Toyota,Hilux Revo,2017,Automatic,Diesel,2500,58000,11850000
car,Suzuki,Liana,2012,Automatic,Petrol,1500,100000,2250000
van,Mazda,Bongo,2006,Manual,Diesel,2000,300000,3550000
car,Toyota,Prius,2008,Automatic,Hybrid,1800,175000,2600000
car,Nissan,Bluebird,2000,Automatic,Petrol,1800,130000,1825000
car,Mitsubishi,CS1,2005,Manual,Petrol,1300,169000,2485000
car,Suzuki,Wagon R,2017,Automatic,Petrol,650,9000,3290000
car,Micro,Geely,2007,Manual,Petrol,1500,54000,1375000
car,Toyota,Vitz,2015,Automatic,Petrol,1000,47000,4395000
car,Tata,Indigo,2005,Manual,Petrol,1400,55000,1050000
pickup,Toyota,Hilux Vigo,2006,Automatic,Diesel,3000,127000,6350000
car,Nissan,FB15,2000,Automatic,Petrol,1500,165000,2150000
car,Suzuki,Maruti,2005,Manual,Petrol,800,40821,1050000
van,Toyota,Dolphin,2000,Manual,Diesel,2800,139308,4800000
car,Micro,Panda,2013,Manual,Petrol,1000,68450,1390000
car,Nissan,Wingroad,2000,Automatic,Petrol,1500,17000,1400000
car,Hyundai,Accent,2001,Manual,Petrol,1300,200000,1275000
car,Toyota,Aqua X Urban,2015,Automatic,Hybrid,1500,51000,4650000
van,Daihatsu,Hijet,2012,Automatic,Petrol,650,111000,2550000
van,Toyota,KDH,2007,Automatic,Diesel,3000,180000,6975000
car,Tata,Nano,2015,Manual,Petrol,650,61000,1290000
car,Suzuki,Maruti,2004,Manual,Petrol,800,70000,950000
van,Nissan,Super GL,2003,Automatic,Diesel,3000,210000,4500000
car,Suzuki,Wagon R,2017,Automatic,Diesel,650,25000,3500000
van,Toyota,KR42,2000,Automatic,Diesel,1800,198000,3575000
car,Toyota,Axio X Grade,2016,Automatic,Petrol,1500,53000,5750000
car,Toyota,Tank,2017,Automatic,Petrol,1000,19850,5175000
car,Toyota,Allion 260,2013,Automatic,Petrol,1500,83000,6550000
car,Mazda,Axela,2009,Automatic,Petrol,1500,154130,3650000
pickup,Mahindra,Bolero,2014,Manual,Diesel,2500,60000,1775000
car,Honda,Insight,2011,Automatic,Hybrid,1300,80000,2950000
car,Suzuki,Wagon R,2007,Manual,Petrol,650,89000,1890000
van,Mitsubishi,Mini Cab,2000,Manual,Petrol,650,14000,1525000
car,Suzuki,Estilo,2013,Manual,Petrol,1000,119000,2145000
van,Suzuki,Every,2019,Automatic,Petrol,650,28000,3290000
car,Suzuki,Celerio ZXI,2014,Manual,Petrol,1000,130000,2640000
car,Toyota,Aqua,2014,Automatic,Electric,1500,78000,3675000
van,Nissan,Clipper,2017,Automatic,Petrol,650,47000,2525000
